in:Depth,in:Height,in:Orientation,in:WWR,in:SHD,out:Cooling[kWh],out:Heating[kWh],out:Lighting[kWh],out:EffDepth[m],out:DA,out:UDI,out:CDA,out:SDA,img,threeD
6,4.2,90,0.6,0,2013.294058,3447.983434,13.935271,5.75,100,38.888889,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2.json
8,3,90,0.6,0,1757.386657,3739.651632,153.702517,5.25,52.777778,65.277778,70.833333,66.67,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,90,0.6,0,1980.256452,4027.630143,120.791534,5.75,58.333333,61.111111,84.027778,75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,90,0.6,0,2198.216519,4322.813337,75.604469,7.75,66.666667,57.638889,100,95.83,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_4.2.json
10,3,0,0.8,0,2267.429374,3819.308362,289.521596,6.75,55.555556,65.555556,73.333333,70,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,0,0.8,0,2526.27713,4106.401845,145.346896,9.75,66.111111,60,99.444444,88.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,0,0.8,0,2822.665206,4356.501235,102.210107,9.75,78.333333,55,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2.json
6,3,0,0.8,0,1853.818807,2471.661232,17.493417,5.75,100,40.740741,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,0,0.8,0,2156.633055,2667.109116,14.274143,5.75,100,28.703704,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,0,0.8,0,2457.380482,2875.532003,8.839419,5.75,100,12.962963,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2.json
8,3,0,0.8,0,2029.523605,3139.875187,84.419378,7.75,74.305556,56.25,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,0,0.8,0,2328.929661,3381.022126,33.328711,7.75,100,50,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,0,0.8,0,2635.772523,3611.263298,24.22395,7.75,100,42.361111,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_4.2.json
10,3,135,0.8,0,1986.411988,4952.783299,478.655278,5.25,45,64.444444,57.222222,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,135,0.8,0,2130.841891,5472.149924,255.511926,6.25,50,76.111111,69.444444,65,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,135,0.8,0,2327.376319,5911.302454,178.66387,7.25,59.444444,72.222222,80,73.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2.json
6,3,135,0.8,0,1481.203298,3450.41413,35.792451,5.75,92.708333,67.708333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,135,0.8,0,1682.120573,3774.148392,17.7172,5.75,100,59.375,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,135,0.8,0,1884.631378,4085.590296,14.545878,5.75,100,52.083333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2.json
8,3,135,0.8,0,1702.399972,4264.156642,135.335281,5.25,56.25,75.694444,75.694444,68.75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,135,0.8,0,1894.414214,4633.872196,93.2897,7.75,68.75,70.138889,100,96.53,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,135,0.8,0,2098.484545,5015.871757,55.29352,7.75,79.861111,65.277778,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_4.2.json
10,3,180,0.8,0,1730.429644,5081.922518,568.392198,5.25,42.777778,63.888889,55,53.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,180,0.8,0,1843.774543,5615.200383,345.355392,5.75,50,79.444444,66.666667,60.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,180,0.8,0,1961.701197,6112.129244,193.049918,9.75,56.666667,76.666667,79.444444,70.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2.json
6,3,180,0.8,0,1230.47987,3575.575639,43.493776,5.75,79.62963,70.37037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,180,0.8,0,1389.900708,3921.34832,18.388548,5.75,100,65.740741,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,180,0.8,0,1551.170255,4254.803714,12.634135,5.75,100,60.185185,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2.json
8,3,180,0.8,0,1437.67356,4403.873881,156.652187,5.25,55.555556,77.777778,72.916667,68.75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,180,0.8,0,1590.889364,4796.003833,97.062038,7.75,63.194444,75,100,88.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,180,0.8,0,1753.406686,5204.957909,58.865519,7.75,74.305556,70.138889,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_4.2.json
10,3,225,0.8,0,1965.203782,5046.324864,509.127027,5.25,44.444444,64.444444,56.111111,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,225,0.8,0,2134.917753,5549.100247,308.356619,6.25,50,76.111111,67.222222,62.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,225,0.8,0,2333.714132,6018.888377,183.283385,7.25,59.444444,73.333333,79.444444,71.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2.json
6,3,225,0.8,0,1493.657644,3521.800308,37.007272,5.75,92.592593,67.592593,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,225,0.8,0,1707.842109,3852.770643,19.99339,5.75,100,60.185185,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,225,0.8,0,1925.181849,4175.451644,13.008171,5.75,100,53.703704,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2.json
8,3,225,0.8,0,1699.701922,4323.455952,162.935153,5.25,56.25,76.388889,75,68.75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,225,0.8,0,1904.55864,4716.782596,102.590537,7.75,68.055556,70.138889,100,94.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,225,0.8,0,2123.112179,5119.621826,53.79311,7.75,77.777778,65.972222,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_8.0_RMH_4.2.json
10,3,270,0.8,0,2315.897295,4631.760162,434.452895,5.75,45.555556,71.666667,62.222222,58.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,270,0.8,0,2572.401569,5059.430752,255.64515,6.75,55,67.222222,75,69.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,270,0.8,0,2873.203148,5459.811862,144.723501,7.75,62.777778,60.555556,98.333333,81.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2.json
6,3,270,0.8,0,1893.407289,3159.764794,27.020169,5.75,100,52.777778,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,270,0.8,0,2199.033618,3425.734501,20.121266,5.75,100,42.592593,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,270,0.8,0,2506.364491,3695.027372,12.477487,5.75,100,32.407407,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2.json
8,3,270,0.8,0,2077.986859,3934.743814,142.138277,5.75,60.416667,65.277778,94.444444,76.39,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,270,0.8,0,2372.837084,4260.281772,71.96427,7.75,72.222222,57.638889,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,270,0.8,0,2684.584812,4586.166722,40.783873,7.75,95.833333,50.694444,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_8.0_RMH_4.2.json
10,3,315,0.8,0,2435.860546,4168.995226,363.838752,6.75,50,62.777778,68.333333,68.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,315,0.8,0,2735.415358,4480.149796,243.289126,7.75,60,56.111111,83.888889,81.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,315,0.8,0,3070.029039,4807.444351,138.905138,9.75,68.333333,50,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2.json
6,3,315,0.8,0,2023.422657,2759.426242,26.927458,5.75,100,36.111111,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,315,0.8,0,2361.384344,2990.103918,11.985164,5.75,100,21.296296,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,315,0.8,0,2699.21286,3220.037584,10.364338,5.75,100,1.851852,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2.json
8,3,315,0.8,0,2205.643134,3476.413783,116.085702,7.75,66.666667,53.472222,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,315,0.8,0,2542.635618,3751.597021,61.533862,7.75,80.555556,45.138889,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,315,0.8,0,2878.321517,4016.435819,38.87426,7.75,100,35.416667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_8.0_RMH_4.2.json
10,3,45,0.8,0,2413.428568,4033.441816,234.455036,6.25,51.111111,63.333333,68.333333,65,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.8_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0.json
