in:Depth,in:Height,in:Orientation,in:WWR,in:SHD,out:Cooling[kWh],out:Heating[kWh],out:Lighting[kWh],out:EffDepth[m],out:DA,out:UDI,out:CDA,out:SDA,img,threeD
8,4.2,90,0.4,6,1350.343765,4590.934309,205.313213,4.25,43.75,76.388889,59.722222,55.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_8.0_RMH_4.2.json
10,3,0,0.6,6,1481.676901,4401.710189,490.835491,5.75,45.555556,58.888889,60.555556,57.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,0,0.6,6,1535.612188,4674.372141,363.06087,6.25,52.222222,71.666667,66.666667,65,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,0,0.6,6,1680.671974,4907.911848,222.871634,7.25,59.444444,66.111111,77.777778,73.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2.json
6,3,0,0.6,6,956.228313,2868.220415,26.789992,5.75,97.222222,56.481481,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,0,0.6,6,1078.970592,3045.427123,21.300921,5.75,100,52.777778,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,0,0.6,6,1254.93351,3173.064898,17.956967,5.75,100,44.444444,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2.json
8,3,0,0.6,6,1206.59395,3666.491939,190.117299,5.75,60.416667,68.055556,81.25,76.39,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,0,0.6,6,1278.621577,3858.2558,130.198935,7.75,68.75,63.888889,100,95.83,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,0,0.6,6,1446.468053,4045.160851,64.061542,7.75,79.166667,58.333333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_4.2.json
10,3,135,0.6,6,1497.985267,4970.967067,635.052767,4.25,34.444444,58.888889,46.666667,45,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,135,0.6,6,1589.188697,5449.084474,525.958685,4.75,40,64.444444,53.333333,50,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,135,0.6,6,1755.209866,5904.152062,396.111419,5.25,44.444444,83.333333,60,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2.json
6,3,135,0.6,6,1009.916842,3513.300204,64.107362,5.75,61.458333,91.666667,100,91.67,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,135,0.6,6,1133.800575,3837.683011,48.289119,5.75,73.958333,81.25,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,135,0.6,6,1295.626114,4125.564799,35.415218,5.75,94.791667,75,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2.json
8,3,135,0.6,6,1231.79468,4286.508158,272.273273,4.25,43.75,91.666667,60.416667,56.25,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,135,0.6,6,1348.265717,4695.342752,179.085874,4.75,50,86.805556,68.75,63.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,135,0.6,6,1508.972644,5053.716567,135.53562,5.75,56.944444,79.861111,80.555556,72.92,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_4.2.json
10,3,180,0.6,6,1440.862952,5028.756075,718.427875,4.25,33.888889,64.444444,44.444444,42.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,180,0.6,6,1549.032018,5528.034311,608.784985,4.75,38.888889,72.777778,51.666667,48.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,180,0.6,6,1642.577941,6004.567927,452.115748,5.25,43.333333,85,58.333333,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2.json
6,3,180,0.6,6,916.883757,3578.700396,71.405878,5.75,57.407407,100,99.074074,80.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,180,0.6,6,1015.435663,3916.644543,61.485909,5.75,66.666667,100,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,180,0.6,6,1154.925993,4230.978942,39.679878,5.75,86.111111,87.037037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2.json
8,3,180,0.6,6,1171.653337,4350.043012,319.041737,4.25,42.361111,98.611111,58.333333,54.17,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,180,0.6,6,1238.150226,4761.746421,255.994677,4.75,49.305556,100,66.666667,61.81,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,180,0.6,6,1365.998803,5158.486285,149.299325,5.25,55.555556,90.972222,76.388889,68.75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_4.2.json
10,3,225,0.6,6,1560.42148,4960.988508,778.929078,4.25,34.444444,60,46.111111,44.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,225,0.6,6,1644.203064,5492.62731,588.314145,4.75,40,65,52.222222,49.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,225,0.6,6,1783.385767,5944.341989,465.207002,5.25,44.444444,83.888889,60,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2.json
6,3,225,0.6,6,1015.143139,3544.940132,77.636628,5.75,60.185185,92.592593,100,89.81,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,225,0.6,6,1140.929273,3891.330933,47.157418,5.75,70.37037,83.333333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,225,0.6,6,1310.515654,4191.646107,30.360925,5.75,98.148148,75.925926,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2.json
8,3,225,0.6,6,1253.596556,4305.417347,325.324703,4.25,43.75,95.833333,58.333333,53.47,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,225,0.6,6,1359.995646,4740.219955,220.781928,4.75,50,87.5,68.055556,62.5,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,225,0.6,6,1516.782308,5122.192412,134.111935,5.75,56.25,82.638889,80.555556,72.92,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_4.2.json
10,3,270,0.6,6,1624.391683,4763.554932,680.267589,4.75,36.666667,49.444444,50.555556,47.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,270,0.6,6,1747.044963,5212.704202,518.515286,5.25,42.222222,58.888889,55.555556,54.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,270,0.6,6,1941.80103,5591.839162,390.607461,5.75,48.888889,74.444444,64.444444,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2.json
6,3,270,0.6,6,1134.1678,3336.772292,58.679034,5.75,65.740741,66.666667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,270,0.6,6,1302.111051,3623.107423,40.344833,5.75,80.555556,62.037037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,270,0.6,6,1526.942519,3859.807698,31.022683,5.75,100,54.62963,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2.json
8,3,270,0.6,6,1352.405959,4080.42662,291.556953,4.75,48.611111,75,66.666667,61.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,270,0.6,6,1490.904544,4457.469183,175.692902,5.25,52.777778,72.222222,76.388889,68.75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,270,0.6,6,1708.564925,4776.297382,108.119037,7.75,61.111111,66.666667,100,81.94,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_4.2.json
10,3,315,0.6,6,1610.927291,4571.232589,582.985984,5.25,40.555556,44.444444,55.555556,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,315,0.6,6,1726.894369,4938.644072,407.066117,6.25,44.444444,58.888889,63.333333,62.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,315,0.6,6,1933.644518,5188.297895,352.830773,6.75,51.666667,63.333333,70.555556,70,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2.json
6,3,315,0.6,6,1099.390579,3088.816629,40.514267,5.75,75.925926,55.555556,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,315,0.6,6,1265.74642,3314.693031,27.154437,5.75,99.074074,45.37037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,315,0.6,6,1505.664702,3488.8038,23.34054,5.75,100,37.037037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2.json
8,3,315,0.6,6,1321.602206,3840.91983,234.034129,5.75,50,65.277778,74.305556,72.22,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,315,0.6,6,1471.755737,4125.835007,173.467861,7.75,59.722222,58.333333,92.361111,85.42,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,315,0.6,6,1699.947403,4377.841905,97.062037,7.75,67.361111,55.555556,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_4.2.json
10,3,45,0.6,6,1519.456232,4517.978427,411.456521,5.25,41.666667,44.444444,54.444444,54.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,45,0.6,6,1648.573243,4817.83889,295.446487,5.75,47.222222,54.444444,63.888889,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,45,0.6,6,1901.581619,5061.895564,223.393776,6.75,52.777778,63.888889,70,68.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_4.2.json
6,3,45,0.6,6,1079.530997,2938.820877,46.597961,5.75,75,52.083333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0.json
